Date,Time Stamp,Month,Year,Nest #,Time Arrived,Original Time Arrived,Time Departed,Handling time (s),Event,Species,Species 2,Species lumped,Received By,Provided By,Length (bill lengths),Length (cm),Area,Observer,observations,notes,day of year,week of the year
7/13/2005,7/13/2005 15:05,Jul,2005,151,15:05,15:05,15:05,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MDB,blind,,194,29
7/13/2005,7/13/2005 15:43,Jul,2005,211,15:43,15:43,15:47,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/13/2005,7/13/2005 15:44,Jul,2005,151,15:44,15:44,15:44,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MDB,blind,,194,29
7/13/2005,7/13/2005 16:05,Jul,2005,151,16:05,16:05,16:05,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MDB,blind,,194,29
7/13/2005,7/13/2005 16:43,Jul,2005,157,16:43,16:43,16:43,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MDB,blind,,194,29
7/13/2005,7/13/2005 16:58,Jul,2005,203,16:58,16:58,16:58,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/13/2005,7/13/2005 17:03,Jul,2005,162,17:03,17:03,17:03,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MDB,blind,,194,29
7/13/2005,7/13/2005 17:03,Jul,2005,208,17:03,17:03,17:03,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/13/2005,7/13/2005 17:14,Jul,2005,203,17:14,17:14,17:14,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/13/2005,7/13/2005 17:18,Jul,2005,212,17:18,17:18,17:18,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/13/2005,7/13/2005 17:48,Jul,2005,211,17:48,17:48,17:48,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/13/2005,7/13/2005 17:58,Jul,2005,203,17:58,17:58,17:58,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/13/2005,7/13/2005 18:10,Jul,2005,209,18:10,18:10,18:10,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/16/2005,7/16/2005 10:33,Jul,2005,4,10:33,10:33,10:33,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,197,29
7/18/2005,7/18/2005 15:25,Jul,2005,4,15:25,15:25,15:25,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,199,30
7/18/2005,7/18/2005 15:46,Jul,2005,4,15:46,15:46,15:46,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,199,30
7/18/2005,7/18/2005 15:49,Jul,2005,2,15:49,15:49,15:49,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,199,30
7/18/2005,7/18/2005 16:34,Jul,2005,12,16:34,16:34,16:34,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,199,30
7/21/2005,7/21/2005 19:09,Jul,2005,4,19:09,19:09,19:09,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,202,30
7/24/2005,7/24/2005 6:32,Jul,2005,128,6:32,6:32,6:32,,,Hake,Hake,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,205,31
6/24/2005,6/24/2005 14:18,Jun,2005,204,14:18,14:18,14:18,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,DGH,blind,,175,26
7/3/2005,7/3/2005 15:36,Jul,2005,3,15:36,15:36,15:36,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,184,28
7/3/2005,7/3/2005 15:38,Jul,2005,3,15:38,15:38,15:38,,,Hake,Hake,fish,2nd chick hatched,Parent,1.75,6.67,,MHW,blind,,184,28
7/6/2005,7/6/2005 5:53,Jul,2005,81,5:53,5:53,5:53,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MDB,blind,,187,28
7/8/2005,7/8/2005 10:55,Jul,2005,257,10:55,10:55,10:55,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,189,28
7/8/2005,7/8/2005 18:15,Jul,2005,263,18:15,18:15,18:15,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,189,28
7/9/2005,7/9/2005 13:21,Jul,2005,126,13:21,13:21,13:21,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,190,28
7/9/2005,7/9/2005 15:09,Jul,2005,4,15:09,15:09,15:09,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,WC,blind,,190,28
7/9/2005,7/9/2005 16:03,Jul,2005,142,16:03,16:03,16:03,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,190,28
7/9/2005,7/9/2005 16:07,Jul,2005,7,16:07,16:07,16:08,,,Hake,Hake,fish,Mate,Known Male,1.75,6.67,,WC,blind,,190,28
7/11/2005,7/11/2005 9:21,Jul,2005,211,9:21,9:21,9:21,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,DGH,blind,,192,29
7/11/2005,7/11/2005 12:22,Jul,2005,2,12:22,12:22,12:22,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,WC,blind,,192,29
7/11/2005,7/11/2005 12:29,Jul,2005,12,12:29,12:29,12:29,,,Hake,Hake,fish,Stolen,Parent,1.75,6.67,,WC,blind,,192,29
7/11/2005,7/11/2005 15:54,Jul,2005,2,15:54,15:54,15:54,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,WC,blind,,192,29
7/13/2005,7/13/2005 11:08,Jul,2005,263,11:08,11:08,11:08,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,194,29
7/13/2005,7/13/2005 17:24,Jul,2005,209,17:24,17:24,17:24,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,DGH,blind,,194,29
7/18/2005,7/18/2005 15:37,Jul,2005,4,15:37,15:37,15:38,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,199,30
7/18/2005,7/18/2005 15:44,Jul,2005,12,15:44,15:44,15:44,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,199,30
7/21/2005,7/21/2005 19:51,Jul,2005,3,19:51,19:51,19:51,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,202,30
7/22/2005,7/22/2005 6:30,Jul,2005,129,6:30,6:30,6:30,,,Hake,Hake,fish,1st chick hatched,Parent,1.75,6.67,,MHW,blind,,203,30
6/25/2005,6/25/2005 12:52,Jun,2005,204,12:52,12:52,12:52,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,DGH,blind,,176,26
6/25/2005,6/25/2005 13:17,Jun,2005,204,13:17,13:17,13:17,,,Hake,Hake,fish,Unknown chick,Known Male,2.00,7.62,,DGH,blind,,176,26
6/25/2005,6/25/2005 13:37,Jun,2005,204,13:37,13:37,13:37,,,Hake,Hake,fish,Known Female,Known Male,2.00,7.62,,DGH,blind,,176,26
6/25/2005,6/25/2005 14:14,Jun,2005,204,14:14,14:14,14:14,,,Hake,Hake,fish,Known Female,Known Male,2.00,7.62,,DGH,blind,,176,26
6/26/2005,6/26/2005 9:45,Jun,2005,204,9:45,9:45,9:45,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,DGH,blind,,177,27
6/26/2005,6/26/2005 10:10,Jun,2005,208,10:10,10:10,Mate Switch,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,DGH,blind,,177,27
6/30/2005,6/30/2005 11:47,Jun,2005,52,11:47,11:47,11:47,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,MDB,blind,,181,27
7/1/2005,7/1/2005 15:40,Jul,2005,231,15:40,15:40,15:40,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,DGH,blind,,182,27
7/7/2005,7/7/2005 13:15,Jul,2005,128,13:15,13:15,13:15,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,DGH,blind,,188,28
7/9/2005,7/9/2005 13:41,Jul,2005,3,13:41,13:41,13:36,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,WC,blind,,190,28
7/9/2005,7/9/2005 15:58,Jul,2005,12,15:58,15:58,15:58,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,WC,blind,,190,28
7/9/2005,7/9/2005 18:40,Jul,2005,81,18:40,18:40,18:40,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,MDB,blind,,190,28
7/9/2005,7/9/2005 18:42,Jul,2005,84,18:42,18:42,18:42,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,MDB,blind,,190,28
7/9/2005,7/9/2005 19:04,Jul,2005,80,19:04,19:04,19:04,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,MDB,blind,,190,28
7/9/2005,7/9/2005 19:24,Jul,2005,79,19:24,19:24,19:24,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,MDB,blind,,190,28
7/11/2005,7/11/2005 10:04,Jul,2005,209,10:04,10:04,10:04,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,DGH,blind,,192,29
7/11/2005,7/11/2005 15:52,Jul,2005,2,15:52,15:52,15:53,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,WC,blind,,192,29
7/13/2005,7/13/2005 15:21,Jul,2005,171,15:21,15:21,15:21,,,Hake,Hake,fish,Stolen,Parent,2.00,7.62,,MDB,blind,,194,29
7/13/2005,7/13/2005 15:28,Jul,2005,162,15:28,15:28,15:28,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,MDB,blind,,194,29
7/13/2005,7/13/2005 16:16,Jul,2005,153,16:16,16:16,16:16,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,MDB,blind,,194,29
7/18/2005,7/18/2005 17:13,Jul,2005,3,17:13,17:13,17:13,,,Hake,Hake,fish,1st chick hatched,Parent,2.00,7.62,,MHW,blind,,199,30
6/24/2005,6/24/2005 14:40,Jun,2005,126,14:40,14:40,>5 Min,,,Herring,Herring,fish,1st chick hatched,Parent,0.75,2.86,,MHW,blind,,175,26
6/26/2005,6/26/2005 7:47,Jun,2005,208,7:47,7:47,7:48,,,Herring,Herring,fish,1st chick hatched,Parent,1.00,3.81,,DGH,blind,,177,27
7/2/2005,7/2/2005 8:09,Jul,2005,132,8:09,8:09,8:09,,,Herring,Herring,fish,1st chick hatched,Parent,1.00,3.81,,DGH,blind,,183,27
7/11/2005,7/11/2005 7:58,Jul,2005,208,7:58,7:58,7:58,,,Herring,Herring,fish,1st chick hatched,Parent,1.00,3.81,,DGH,blind,,192,29
7/11/2005,7/11/2005 14:49,Jul,2005,12,14:49,14:49,14:49,,,Herring,Herring,fish,1st chick hatched,Parent,1.00,3.81,,WC,blind,,192,29
7/12/2005,7/12/2005 14:57,Jul,2005,142,14:57,14:57,14:57,,,Herring,Herring,fish,1st chick hatched,Parent,1.25,4.76,,MHW,blind,,193,29
7/21/2005,7/21/2005 18:17,Jul,2005,4,18:17,18:17,18:17,,,Herring,Herring,fish,1st chick hatched,Parent,1.25,4.76,,MHW,blind,,202,30
7/24/2005,7/24/2005 11:11,Jul,2005,2,11:11,11:11,11:11,,,Herring,Herring,fish,1st chick hatched,Parent,1.25,4.76,,MHW,blind,,205,31
7/2/2005,7/2/2005 10:12,Jul,2005,126,10:12,10:12,10:12,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,183,27
7/7/2005,7/7/2005 11:24,Jul,2005,129,11:24,11:24,11:24,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,188,28
7/9/2005,7/9/2005 14:24,Jul,2005,2,14:24,14:24,14:24,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,WC,blind,,190,28
7/9/2005,7/9/2005 14:42,Jul,2005,3,14:42,14:42,14:43,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,WC,blind,,190,28
7/13/2005,7/13/2005 12:11,Jul,2005,257,12:11,12:11,12:11,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,194,29
7/13/2005,7/13/2005 18:07,Jul,2005,202,18:07,18:07,18:07,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/21/2005,7/21/2005 18:45,Jul,2005,12,18:45,18:45,18:45,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,202,30
7/24/2005,7/24/2005 6:15,Jul,2005,134,6:15,6:15,6:15,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,205,31
7/24/2005,7/24/2005 10:46,Jul,2005,18,10:46,10:46,10:46,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,205,31
7/24/2005,7/24/2005 11:27,Jul,2005,3,11:27,11:27,11:27,,,Herring,Herring,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,205,31
7/9/2005,7/9/2005 14:33,Jul,2005,2,14:33,14:33,14:34,,,Herring,Herring,fish,1st chick hatched,Parent,1.75,6.67,,WC,blind,,190,28
6/25/2005,6/25/2005 12:42,Jun,2005,204,12:42,12:42,12:42,,,Herring,Herring,fish,2nd chick hatched,Parent,2.00,7.62,,DGH,blind,,176,26
7/2/2005,7/2/2005 9:04,Jul,2005,127,9:04,9:04,9:04,,,Herring,Herring,fish,1st chick hatched,Parent,2.00,7.62,,DGH,blind,,183,27
7/11/2005,7/11/2005 8:35,Jul,2005,155,8:35,8:35,8:35,,,Herring,Herring,fish,1st chick hatched,Parent,2.00,7.62,,MDB,blind,,192,29
6/24/2005,6/24/2005 14:00,Jun,2005,202,14:00,14:00,>5 Min,,,Herring,Herring,fish,Self,Self,2.75,10.48,,DGH,blind,,175,26
7/9/2005,7/9/2005 19:42,Jul,2005,88,19:42,19:42,19:42,,,Mackerel,Mackerel,fish,1st chick hatched,Parent,1.00,3.81,,MDB,blind,,190,28
7/13/2005,7/13/2005 17:34,Jul,2005,208,17:34,17:34,>5 Min,,,Mackerel,Mackerel,fish,1st chick hatched,Parent,1.00,3.81,,DGH,blind,,194,29
7/13/2005,7/13/2005 18:26,Jul,2005,203,18:26,18:26,18:26,,,Mackerel,Mackerel,fish,1st chick hatched,Parent,1.00,3.81,,DGH,blind,,194,29
6/28/2005,6/28/2005 11:48,Jun,2005,3,11:48,11:48,11:49,,,Mackerel,Mackerel,fish,2nd chick hatched,Parent,1.25,4.76,,MHW,blind,,179,27
7/9/2005,7/9/2005 15:59,Jul,2005,126,15:59,15:59,16:02,,,Mackerel,Mackerel,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,190,28
7/9/2005,7/9/2005 16:02,Jul,2005,126,16:02,16:02,16:02,,,Mackerel,Mackerel,fish,1st chick hatched,Parent,1.50,5.72,,MHW,blind,,190,28
7/13/2005,7/13/2005 17:23,Jul,2005,203,17:23,17:23,17:23,,,Mackerel,Mackerel,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/13/2005,7/13/2005 18:37,Jul,2005,208,18:37,18:37,18:37,,,Mackerel,Mackerel,fish,1st chick hatched,Parent,1.50,5.72,,DGH,blind,,194,29
7/22/2005,7/22/2005 17:13,Jul,2005,3,17:13,17:13,17:13,,,Mackerel,Mackerel,fish,1st chick hatched,Parent,2.00,7.62,,MHW,blind,,203,30
6/26/2005,6/26/2005 13:15,Jun,2005,151,13:15,13:15,13:15,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,MDB,blind,,177,27
6/30/2005,6/30/2005 10:24,Jun,2005,52,10:24,10:24,10:24,,,Lumpfish,Other,fish,1st chick hatched,Parent,0.25,0.95,,MDB,blind,,181,27
6/30/2005,6/30/2005 11:01,Jun,2005,52,11:01,11:01,11:01,,,Lumpfish,Other,fish,1st chick hatched,Parent,0.25,0.95,,MDB,blind,,181,27
6/30/2005,6/30/2005 11:10,Jun,2005,139,11:10,11:10,11:10,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,181,27
6/30/2005,6/30/2005 11:18,Jun,2005,139,11:18,11:18,11:18,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,181,27
6/30/2005,6/30/2005 11:23,Jun,2005,139,11:23,11:23,11:23,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,181,27
6/30/2005,6/30/2005 11:59,Jun,2005,129,11:59,11:59,12:02,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,181,27
7/2/2005,7/2/2005 15:17,Jul,2005,63,15:17,15:17,15:17,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,MDB,blind,,183,27
7/7/2005,7/7/2005 6:15,Jul,2005,13,6:15,6:15,6:15,,,Lobster/Fishing Bait,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,MHW,blind,,188,28
7/7/2005,7/7/2005 11:10,Jul,2005,140,11:10,11:10,11:10,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:15,Jul,2005,140,11:15,11:15,11:15,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:20,Jul,2005,140,11:20,11:20,11:20,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:36,Jul,2005,140,11:36,11:36,11:36,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:37,Jul,2005,140,11:37,11:37,11:37,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:43,Jul,2005,140,11:43,11:43,11:43,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:44,Jul,2005,140,11:44,11:44,11:44,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:46,Jul,2005,140,11:46,11:46,11:46,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:48,Jul,2005,140,11:48,11:48,11:48,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:49,Jul,2005,140,11:49,11:49,11:49,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:49,Jul,2005,140,11:49,11:49,11:49,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:51,Jul,2005,140,11:51,11:51,11:51,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:51,Jul,2005,140,11:51,11:51,11:51,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:53,Jul,2005,140,11:53,11:53,11:54,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 11:55,Jul,2005,140,11:55,11:55,11:55,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:01,Jul,2005,140,12:01,12:01,12:02,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:11,Jul,2005,140,12:11,12:11,12:11,,,Euphasid,Other,non-fish,Self,Self,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:13,Jul,2005,140,12:13,12:13,12:13,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:16,Jul,2005,140,12:16,12:16,12:16,,,Euphasid,Other,non-fish,1st chick hatched,Known Female,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:19,Jul,2005,140,12:19,12:19,12:19,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:21,Jul,2005,140,12:21,12:21,12:21,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:24,Jul,2005,140,12:24,12:24,12:24,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:29,Jul,2005,140,12:29,12:29,12:29,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:30,Jul,2005,140,12:30,12:30,12:30,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:33,Jul,2005,140,12:33,12:33,12:33,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:35,Jul,2005,140,12:35,12:35,12:35,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:40,Jul,2005,140,12:40,12:40,12:40,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:40,Jul,2005,140,12:40,12:40,12:40,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:42,Jul,2005,140,12:42,12:42,12:42,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:43,Jul,2005,140,12:43,12:43,12:43,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:44,Jul,2005,140,12:44,12:44,12:44,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:48,Jul,2005,140,12:48,12:48,12:48,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 12:51,Jul,2005,140,12:51,12:51,12:51,,,Euphasid,Other,non-fish,Self,Self,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 13:07,Jul,2005,140,13:07,13:07,13:07,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 13:08,Jul,2005,140,13:08,13:08,13:08,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 13:09,Jul,2005,140,13:09,13:09,13:09,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 13:11,Jul,2005,140,13:11,13:11,13:11,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 13:17,Jul,2005,140,13:17,13:17,13:17,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/7/2005,7/7/2005 13:18,Jul,2005,140,13:18,13:18,13:18,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,188,28
7/11/2005,7/11/2005 8:20,Jul,2005,160,8:20,8:20,8:20,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,MDB,blind,,192,29
7/11/2005,7/11/2005 12:02,Jul,2005,15,12:02,12:02,12:04,,,Insect,Other,non-fish,Self,Parent,0.25,0.95,,WC,blind,,192,29
7/11/2005,7/11/2005 15:47,Jul,2005,14,15:47,15:47,15:48,,,Click Beetle,Other,non-fish,Self,Parent,0.25,0.95,,WC,blind,,192,29
7/13/2005,7/13/2005 17:47,Jul,2005,208,17:47,17:47,17:47,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.25,0.95,,DGH,blind,,194,29
6/24/2005,6/24/2005 13:39,Jun,2005,202,13:39,13:39,13:39,,,Insect,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,DGH,blind,,175,26
6/25/2005,6/25/2005 10:57,Jun,2005,3,10:57,10:57,11:01,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,176,26
7/1/2005,7/1/2005 14:04,Jul,2005,1,14:04,14:04,14:07,,,Lumpfish,Other,fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,182,27
7/1/2005,7/1/2005 15:08,Jul,2005,153,15:08,15:08,15:08,,,Lumpfish,Other,fish,1st chick hatched,Parent,0.50,1.91,,MDB,blind,,182,27
7/7/2005,7/7/2005 6:04,Jul,2005,3,6:04,6:04,6:04,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,188,28
7/7/2005,7/7/2005 7:59,Jul,2005,13,7:59,7:59,7:59,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,188,28
7/7/2005,7/7/2005 12:16,Jul,2005,140,12:16,12:16,12:16,,,Polychaete,Other,non-fish,Self,Known Male,0.50,1.91,,DGH,blind,,188,28
7/9/2005,7/9/2005 12:32,Jul,2005,129,12:32,12:32,12:32,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,190,28
7/10/2005,7/10/2005 7:34,Jul,2005,126,7:34,7:34,7:34,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,191,29
7/18/2005,7/18/2005 15:22,Jul,2005,4,15:22,15:22,>5 Min,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,199,30
7/18/2005,7/18/2005 16:02,Jul,2005,12,16:02,16:02,16:02,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,199,30
7/18/2005,7/18/2005 17:22,Jul,2005,4,17:22,17:22,17:22,,,Lobster/Fishing Bait,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,199,30
7/18/2005,7/18/2005 17:49,Jul,2005,3,17:49,17:49,17:49,,,Euphasid,Other,non-fish,1st chick hatched,Parent,0.50,1.91,,MHW,blind,,199,30
6/26/2005,6/26/2005 8:38,Jun,2005,204,8:38,8:38,>5 Min,,,Moth,Other,non-fish,2nd chick hatched,Known Female,0.75,2.86,,DGH,blind,,177,27
6/30/2005,6/30/2005 12:16,Jun,2005,263,12:16,12:16,>5 Min,,,Polychaete,Other,non-fish,1st chick hatched,Parent,0.75,2.86,,MHW,blind,,181,27
