Survey,Season,Year,Tow_Number,Region,Depth_Stratum,Grid,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Start_Date,Tow_Time,Start_Depth_fathoms,End_Depth_fathoms,Tow_Type,Tow_LengthNM,Air_Temp,Bottom_WaterTemp_DegC,Bottom_Salinity,Surface_WaterTemp_DegC,Surface_Salinity
FL14,Fall,2014,17,1,4,276,43.2509,-70.19502,43.2627,-70.1873,2014-10-02T13:05:00Z,0:20,68,65.7,R,0.7841,,8.3,32.01,14.6,32.01
FL14,Fall,2014,18,1,4,107,43.39658,-70.08043,43.41082,-70.08307,2014-10-02T15:18:00Z,0:20,71.1,63.7,R,0.8691,,7.9,31.93,14.9,31.93
FL14,Fall,2014,19,1,3,66,43.44932,-70.18278,43.43807,-70.19078,2014-10-03T08:02:00Z,0:20,48.5,49.5,R,0.8502,,9.1,32.58,13.5,32.58
FL14,Fall,2014,20,1,3,87,43.41193,-70.23197,43.4019,-70.2425,2014-10-03T09:23:00Z,0:20,49.3,47.1,RA,0.7797,,9.3,32.27,13.4,32.27
FL14,Fall,2014,21,1,2,86,43.42172,-70.27438,43.41413,-70.28122,2014-10-03T10:43:00Z,0:14,38.7,36.9,NA,0.572,,10.4,31.93,13.3,31.93
FL14,Fall,2014,22,1,1,13,43.5033,-70.3646,43.5149,-70.35643,2014-10-03T12:36:00Z,0:20,3.3,3.7,R,0.7959,,13.8,31.8,14.2,31.8
FL14,Fall,2014,23,2,1,250,43.71043,-70.17545,43.72042,-70.16505,2014-10-06T07:25:00Z,0:18,9.1,7.7,R,0.7634,5,13.7,31.7,14,31.7
FL14,Fall,2014,24,2,1,330,43.67605,-70.14388,43.68755,-70.13387,2014-10-06T09:08:00Z,0:20,14,15.6,R,0.8307,7.2,13.2,31.93,13.5,31.93
FL14,Fall,2014,25,2,2,414,43.65115,-70.00655,43.65855,-69.99713,2014-10-06T10:48:00Z,0:16,28.8,28,R,0.6132,11.7,12,32.08,13.4,32.08
FL14,Fall,2014,26,2,2,377,43.65785,-69.9113,43.66908,-69.90275,2014-10-06T12:08:00Z,0:20,27.9,24.7,R,0.7676,,12.7,31.41,13.7,31.41
FL14,Fall,2014,27,2,1,132,43.7825,-70.02205,43.7915,-70.01532,2014-10-06T15:22:00Z,0:16,7,6.2,R,0.6269,,14.1,31.9,14.5,31.9
FL14,Fall,2014,28,2,3,587,43.56968,-69.95832,43.58343,-69.95745,2014-10-07T08:00:00Z,0:20,52,51,R,0.8338,,9.9,32.54,13.6,32.54
FL14,Fall,2014,29,2,4,686,43.50555,-70.00193,43.5169,-69.99292,2014-10-07T09:52:00Z,0:20,60.6,59.2,R,0.8079,11.7,9.3,32.33,13.4,32.33
FL14,Fall,2014,30,2,4,668,43.51065,-69.92933,43.51743,-69.91365,2014-10-07T11:08:00Z,0:20,64.2,61.2,NA,0.811,,9.7,32.54,13.3,32.54
FL14,Fall,2014,31,2,4,691,43.50665,-69.88067,43.51287,-69.86482,2014-10-07T12:25:00Z,0:20,65,60.5,R,0.8148,,9.6,32.31,13.2,32.31
FL14,Fall,2014,32,2,3,593,43.57308,-69.80845,43.58173,-69.8016,2014-10-07T13:46:00Z,0:15,64.6,53.5,R,0.6159,,10.1,32.26,13.2,32.26
FL14,Fall,2014,33,2,3,347,43.68965,-69.65628,43.70275,-69.65128,2014-10-08T08:37:00Z,0:20,45.4,43.8,R,0.8327,14.4,10.2,31.88,13.6,31.88
FL14,Fall,2014,34,2,3,513,43.62523,-69.5984,43.63377,-69.5933,2014-10-09T08:31:00Z,0:15,57.7,53.8,R,0.6022,10,10.4,32.12,13.2,32.12
FL14,Fall,2014,35,2,4,522,43.61745,-69.40783,43.6286,-69.39862,2014-10-09T10:16:00Z,0:20,80.4,76.1,R,0.7974,-17.4,8.7,32.86,12.7,32.86
FL14,Fall,2014,36,2,4,397,43.66357,-69.44737,43.6722,-69.43698,2014-10-09T11:50:00Z,0:16,67.7,58,R,0.691,12.8,10,22.19,11,22.19
FL14,Fall,2014,37,2,4,237,43.72545,-69.51032,43.73883,-69.50732,2014-10-09T13:33:00Z,0:20,58.6,57.2,R,0.8238,,8.9,32.21,13.3,32.21
FL14,Fall,2014,38,2,3,141,43.78653,-69.49222,43.8001,-69.49443,2014-10-09T14:53:00Z,0:20,49.1,45.5,R,0.8189,13.9,9.9,27.82,10.5,27.82
FL14,Fall,2014,39,2,3,173,43.76857,-69.38855,43.75877,-69.39207,2014-10-10T08:22:00Z,0:16,46,44,R,0.6258,10,10.9,32.34,12.9,32.34
FL14,Fall,2014,40,2,2,68,43.8537,-69.28163,43.86123,-69.26752,2014-10-10T10:15:00Z,0:20,36.2,33,R,0.8053,11.7,11.4,32.39,12.9,32.39
FL14,Fall,2014,41,3,3,569,43.75317,-69.14545,43.74327,-69.15452,2014-10-13T09:50:00Z,0:19,52.5,55,R,0.7166,4.4,11.3,33.03,12.7,33.03
FL14,Fall,2014,42,3,3,597,43.73325,-69.0766,43.74565,-69.081,2014-10-13T11:27:00Z,0:18,50.8,48.2,R,0.7733,12.8,11.6,33.12,12.6,33.12
FL14,Fall,2014,43,3,3,542,43.76972,-69.17785,43.77972,-69.18632,2014-10-13T13:10:00Z,0:19,48.4,47.1,R,0.7338,12.8,11.5,32.82,12.7,32.82
FL14,Fall,2014,45,3,2,85,44.21328,-69.008,44.20095,-69.00817,2014-10-14T07:48:00Z,0:19,22.1,28.6,R,0.7888,,12.8,31.72,12.9,31.72
FL14,Fall,2014,46,3,1,16,44.2972,-68.76967,44.29765,-68.78835,2014-10-14T10:26:00Z,0:20,19.7,22.1,R,0.8105,15.6,12.9,31.53,13.3,31.53
FL14,Fall,2014,47,3,1,4,44.3233,-68.86567,44.33547,-68.85977,2014-10-14T12:25:00Z,0:18,13.3,18,R,0.7768,,12.9,30.18,13.6,30.18
FL14,Fall,2014,48,3,2,48,44.25737,-68.89453,44.27167,-68.88912,2014-10-14T13:48:00Z,0:20,22,23.4,R,0.888,18.3,12.9,31.98,13.3,31.98
FL14,Fall,2014,49,3,2,77,44.21685,-68.90352,44.22975,-68.8947,2014-10-14T15:33:00Z,0:20,30.2,29,R,0.878,15.6,12.9,31.78,13.3,31.78
FL14,Fall,2014,50,3,3,493,43.80672,-69.04357,43.79343,-69.0462,2014-10-15T08:34:00Z,0:19,41.6,40.7,R,0.8114,15.6,11.9,32.83,12.8,32.83
FL14,Fall,2014,51,3,4,705,43.63797,-69.14127,43.64918,-69.12978,2014-10-15T10:53:00Z,0:20,77.8,79.7,R,0.8561,11.7,10,32.87,13.1,32.87
FL14,Fall,2014,52,3,4,775,43.57697,-69.03762,43.56717,-69.02627,2014-10-15T12:33:00Z,0:20,72,71,R,0.7934,12.8,10.2,33.1,13.3,33.1
FL14,Fall,2014,53,3,4,798,43.53742,-68.96237,43.54648,-68.94882,2014-10-15T13:54:00Z,0:20,58,60.6,R,0.8165,16.7,11.2,33.15,13.6,33.15
FL14,Fall,2014,54,3,4,730,43.61465,-68.85008,43.6263,-68.84772,2014-10-15T15:22:00Z,0:18,64.1,62.9,R,0.7162,,11.4,33.1,13.3,33.1
FL14,Fall,2014,55,3,3,312,43.93313,-68.77757,43.93383,-68.7925,2014-10-16T07:43:00Z,0:17,46.6,44.2,R,0.6669,,12.4,32.55,13.3,32.55
FL14,Fall,2014,56,3,3,382,43.88612,-68.68482,43.89935,-68.67172,2014-10-16T09:26:00Z,0:20,51.3,50.2,R,0.8108,12.8,12.1,32.81,13.2,32.81
FL14,Fall,2014,57,3,4,456,43.83702,-68.54832,43.8261,-68.55823,2014-10-16T11:04:00Z,0:20,65.8,67.8,R,0.7909,,11.2,32.97,13.3,32.97
FL14,Fall,2014,58,3,4,586,43.74257,-68.63588,43.75393,-68.64725,2014-10-16T12:48:00Z,0:20,68.5,70.3,NA,0.8616,,11.3,32.85,13.4,32.85
FL14,Fall,2014,59,3,3,558,43.76603,-68.72355,43.77737,-68.71457,2014-10-16T14:17:00Z,0:20,57.1,54.9,R,0.8215,,11.9,32.9,13.3,32.9
FL14,Fall,2014,60,3,2,248,43.98737,-68.74915,43.99697,-68.74007,2014-10-17T08:15:00Z,0:20,37.2,37.4,R,0.8153,,12.4,32.35,13.4,32.35
FL14,Fall,2014,61,3,1,171,44.1027,-68.77302,44.11407,-68.78195,2014-10-17T10:11:00Z,0:20,14,12.7,R,0.791,15.6,13.2,32.03,13.6,32.03
FL14,Fall,2014,62,3,1,120,44.16995,-68.79645,44.16133,-68.78502,2014-10-17T11:25:00Z,0:18,7.4,10.2,R,0.7405,,13.2,31.94,13.5,31.94
FL14,Fall,2014,63,4,4,692,43.87818,-68.3911,43.8729,-68.4089,2014-10-20T10:50:00Z,0:20,67.7,67.3,R,0.8489,,11.2,33.11,12.2,33.11
FL14,Fall,2014,64,4,4,663,43.895,-68.29753,43.90147,-68.29007,2014-10-20T12:19:00Z,0:15,69.2,72.3,R,0.5446,,10.4,33.48,13.1,33.48
FL14,Fall,2014,65,4,4,623,43.9503,-68.23943,43.93988,-68.25137,2014-10-20T13:44:00Z,0:20,61.9,60.8,R,0.8408,7.8,10.8,33.52,13.5,33.52
FL14,Fall,2014,66,4,4,414,44.07055,-68.12573,44.05797,-68.12942,2014-10-21T11:18:00Z,0:20,56.1,55.2,R,0.7889,,11.6,33.47,13,33.47
FL14,Fall,2014,69,4,1,24,44.38875,-68.51905,44.37923,-68.5319,2014-10-21T11:48:00Z,0:20,15.3,15.6,R,0.8039,,13.1,32.38,13.1,32.38
FL14,Fall,2014,67,4,3,438,44.0503,-68.25238,44.04248,-68.25952,2014-10-21T13:20:00Z,0:15,50.9,49.7,R,0.5879,10.6,12.1,33.16,12.5,33.16
FL14,Fall,2014,68,4,1,45,44.35365,-68.53742,44.34107,-68.54108,2014-10-22T10:31:00Z,0:20,20.6,24.2,NA,0.7807,8.9,13,32.35,13.1,32.35
FL14,Fall,2014,70,4,1,47,44.3649,-68.46827,44.35912,-68.48443,2014-10-22T13:05:00Z,0:20,22.3,17.4,R,0.787,,13.1,32.31,13.1,32.31
FL14,Fall,2014,71,4,2,102,44.28197,-68.13098,44.29575,-68.13038,2014-10-24T08:42:00Z,0:21,36.1,35.9,NA,0.8756,10,12.1,32.94,12.1,32.94
FL14,Fall,2014,72,4,2,158,44.22703,-68.13382,44.23967,-68.13368,2014-10-24T10:06:00Z,0:20,36.5,36.7,RA,0.8167,12.8,12.2,33.07,12.2,33.07
FL14,Fall,2014,73,4,3,226,44.18622,-67.97252,44.17702,-67.976,2014-10-24T12:58:00Z,0:15,45.2,45,NA,0.6334,8.9,,,,
FL14,Fall,2014,74,4,2,9,44.43638,-68.21335,44.43937,-68.22392,2014-10-25T09:33:00Z,0:14,25.8,26.6,R,0.5112,7.8,12.2,32.56,12,32.56
FL14,Fall,2014,75,4,1,18,44.40303,-68.2136,44.41053,-68.22953,2014-10-25T11:40:00Z,0:20,10.9,10,R,0.8284,8.9,12,32.45,12,32.45
FL14,Fall,2014,76,4,2,41,44.35895,-68.16695,44.37192,-68.16773,2014-10-25T12:59:00Z,0:20,28.5,26.8,R,0.7814,,12.1,32.78,12.2,32.78
FL14,Fall,2014,77,5,4,750,44.15735,-67.79963,44.14722,-67.78745,2014-10-27T10:47:00Z,0:20,77,84,R,0.8462,,11.1,33.14,12.7,33.14
FL14,Fall,2014,78,5,4,731,44.1841,-67.8274,44.1907,-67.8115,2014-10-27T12:20:00Z,0:20,62.5,79.4,R,0.8349,,12,33.17,13,33.17
FL14,Fall,2014,79,5,3,674,44.22897,-67.89993,44.23765,-67.88715,2014-10-27T14:03:00Z,0:20,42.2,41.4,R,0.7968,,12.6,33.18,13.2,33.18
FL14,Fall,2014,80,5,2,395,44.39397,-67.6926,44.40212,-67.68437,2014-10-28T08:08:00Z,0:15,26.6,25.4,R,0.6402,6.7,12,32.98,11.9,32.98
FL14,Fall,2014,81,5,3,525,44.3306,-67.67132,44.338,-67.6546,2014-10-28T09:36:00Z,0:20,39.3,37.8,R,0.8598,,12.4,33.03,11.9,33.03
FL14,Fall,2014,82,5,3,531,44.32005,-67.53107,44.3323,-67.51983,2014-10-28T11:18:00Z,0:20,54.4,55.8,R,0.8879,,11.8,33.19,12.1,33.19
FL14,Fall,2014,83,5,3,615,44.2808,-67.63638,44.28897,-67.62018,2014-10-28T12:56:00Z,0:20,53.3,55,R,0.863,,11.9,33.15,12.1,33.15
FL14,Fall,2014,84,5,4,639,44.26243,-67.67807,44.27015,-67.66163,2014-10-28T14:12:00Z,0:20,57.9,55.8,R,0.8583,,11.6,33.22,12.4,33.22
FL14,Fall,2014,85,5,1,242,44.48723,-67.65023,44.47392,-67.65038,2014-10-29T08:41:00Z,0:20,10.8,14.7,R,0.8094,12.8,11.8,32.85,11.7,32.85
FL14,Fall,2014,86,5,1,240,44.50185,-67.70052,44.51153,-67.69192,2014-10-29T10:18:00Z,0:18,6.2,5.4,NA,0.7196,,11.7,32.5,11.5,32.5
FL14,Fall,2014,87,5,1,220,44.4992,-67.77682,44.4875,-67.78363,2014-10-29T11:52:00Z,0:19,10.1,9,R,0.7817,,11.9,32.31,11.8,32.31
FL14,Fall,2014,88,5,1,206,44.51723,-67.52088,44.52437,-67.52787,2014-10-30T07:51:00Z,0:13,14.2,12,R,0.5425,,11.9,32.82,11.8,32.82
FL14,Fall,2014,89,5,3,244,44.48342,-67.50658,44.47333,-67.5108,2014-10-30T09:03:00Z,0:17,39.6,40,R,0.6609,6.7,12,32.87,11.9,32.87
FL14,Fall,2014,90,5,2,226,44.4989,-67.42132,44.49293,-67.43763,2014-10-30T10:20:00Z,0:20,31.5,34,NA,0.8133,7.8,12,32.99,12,32.99
FL14,Fall,2014,91,5,2,201,44.52385,-67.31242,44.52928,-67.295,2014-10-30T11:59:00Z,0:20,34.5,35.6,R,0.8208,,12.2,33,12.3,33
FL14,Fall,2014,92,5,2,190,44.5416,-67.19362,44.54985,-67.18645,2014-10-30T13:18:00Z,0:13,36.3,41.6,R,0.5931,,12.1,33.17,12.1,33.17
FL14,Fall,2014,93,5,4,444,44.37637,-67.14113,44.36712,-67.15428,2014-10-31T09:44:00Z,0:20,82.4,78,R,0.8074,4.4,10.5,33.42,12.5,33.42
FL14,Fall,2014,94,5,4,414,44.38915,-67.09485,44.38313,-67.11098,2014-10-31T11:03:00Z,0:20,71.4,75.2,R,0.7885,,10.4,33.39,12.2,33.39
SP15,Spring,2015,1,1,3,583,42.95858,-70.46448,42.95222,-70.47255,2015-05-04T08:19:00Z,0:15,54.9,52.3,R,0.6466,10,3.6,32.76,8.2,29.37
SP15,Spring,2015,2,1,3,600,42.93505,-70.52648,42.94655,-70.51522,2015-05-04T09:38:00Z,0:21,46.5,47.6,R,0.877,10.6,3.7,32.75,8.2,29.67
SP15,Spring,2015,3,1,2,636,42.908,-70.64838,42.91737,-70.63505,2015-05-04T11:28:00Z,0:20,33.1,32.3,R,0.8361,12.2,3.9,32.64,8.9,29.36
SP15,Spring,2015,4,1,1,554,42.97902,-70.66422,42.98868,-70.65173,2015-05-04T14:43:00Z,0:20,14.2,13.9,R,0.8136,13.3,4.6,32.15,8.7,29.27
SP15,Spring,2015,5,1,1,534,42.98737,-70.67817,42.99358,-70.67055,2015-05-04T15:47:00Z,0:13,16.5,13.6,R,0.5061,14.4,4.5,32.3,9.2,29.03
SP15,Spring,2015,6,1,4,546,42.99963,-70.40678,42.9891,-70.39525,2015-05-05T08:14:00Z,0:20,59.5,59.5,R,0.828,18.3,3.7,32.88,7.8,30.36
SP15,Spring,2015,7,1,4,455,43.07908,-70.36093,43.08878,-70.3478,2015-05-05T10:05:00Z,0:20,54.9,57.5,R,0.8702,13.3,3.5,32.5,7.1,30.1
SP15,Spring,2015,8,1,3,406,43.1206,-70.38718,43.12797,-70.37218,2015-05-05T11:30:00Z,0:20,54.1,55.7,R,0.8371,14.4,3.4,32.74,7.3,29.93
SP15,Spring,2015,9,1,3,452,43.08045,-70.41273,43.06957,-70.42307,2015-05-05T12:46:00Z,0:20,50.5,50.2,R,0.8245,15,3.6,32.64,8.2,29.85
SP15,Spring,2015,10,1,3,435,43.08918,-70.44603,43.0829,-70.45517,2015-05-05T13:47:00Z,0:14,43.8,44.1,R,0.5919,13.9,3.8,32.65,8.8,29.86
SP15,Spring,2015,11,1,2,346,43.1672,-70.44475,43.17845,-70.4346,2015-05-06T07:40:00Z,0:20,33.4,36.5,R,0.8164,11.1,3.7,32.55,7.7,30.22
SP15,Spring,2015,12,1,3,229,43.28395,-70.28507,43.29505,-70.27712,2015-05-06T09:51:00Z,0:20,48.8,48.4,R,0.7932,11.7,3.6,32.7,6.8,29.98
SP15,Spring,2015,13,1,1,198,43.29515,-70.4967,43.2849,-70.50367,2015-05-06T11:57:00Z,0:17,19.8,17.5,R,0.7225,11.1,4.2,32.31,8.4,29.66
SP15,Spring,2015,14,1,2,262,43.24607,-70.50288,43.23548,-70.51323,2015-05-06T12:47:00Z,0:20,25.7,25.5,R,0.8331,10.6,4,32.4,7.8,29.75
SP15,Spring,2015,15,1,1,320,43.19472,-70.57968,43.20745,-70.57418,2015-05-06T14:01:00Z,0:20,14.6,13.9,R,0.8307,12.2,4.6,32.06,7.8,30.59
SP15,Spring,2015,16,1,3,252,43.25615,-70.26095,43.26682,-70.25157,2015-05-07T08:56:00Z,0:19,54.5,52.1,R,0.7761,13.3,3.6,32.68,7.9,30
SP15,Spring,2015,17,1,4,255,43.25742,-70.20088,43.2668,-70.1875,2015-05-07T10:00:00Z,0:20,66.1,65.1,R,0.8656,12.2,3.7,32.73,8.5,30.94
SP15,Spring,2015,18,1,4,189,43.31958,-70.20403,43.32845,-70.19017,2015-05-07T11:11:00Z,0:20,57.2,54.1,R,0.8037,12.8,3.6,32.68,8.7,29.54
SP15,Spring,2015,19,1,4,193,43.31568,-70.1146,43.32492,-70.10127,2015-05-07T12:22:00Z,0:20,74.4,76,R,0.8294,12.8,3.8,32.83,9.2,29.92
SP15,Spring,2015,20,1,4,58,43.45773,-70.08183,43.4703,-70.07337,2015-05-07T14:04:00Z,0:20,66.5,63,R,0.8585,14.4,3.5,32.5,9.2,29.49
SP15,Spring,2015,21,1,2,40,43.4792,-70.21788,43.47043,-70.23252,2015-05-08T08:08:00Z,0:20,35.6,33.8,R,0.847,8.3,3.6,32.48,7.9,30.39
SP15,Spring,2015,22,1,1,1,43.55033,-70.28458,43.54347,-70.29995,2015-05-08T10:09:00Z,0:20,4.4,3.5,R,0.794,8.3,7.5,30.54,8.3,30.28
SP15,Spring,2015,23,1,1,8,43.53305,-70.25837,43.52777,-70.27232,2015-05-08T11:02:00Z,0:17,13.5,12.4,R,0.7078,7.8,3.9,32.25,6.7,30.76
SP15,Spring,2015,24,1,2,18,43.51632,-70.24293,43.51028,-70.25398,2015-05-08T11:56:00Z,0:16,21.6,20.1,R,0.6529,7.2,4.4,31.84,6.7,30.85
SP15,Spring,2015,25,2,2,453,43.63235,-70.05827,43.61945,-70.06387,2015-05-11T08:04:00Z,0:20,31.4,31.1,R,0.828,,4.4,32.16,8.4,30.07
SP15,Spring,2015,26,2,2,333,43.68473,-69.9859,43.69252,-69.97368,2015-05-11T09:41:00Z,0:19,24.1,21.5,R,0.754,13.3,4,32.13,8.6,28.42
SP15,Spring,2015,27,2,1,189,43.75853,-69.91493,43.7483,-69.9208,2015-05-11T11:06:00Z,0:17,9.5,10.9,R,0.6664,13.3,4.8,31.72,8.8,30.21
SP15,Spring,2015,28,2,1,298,43.7028,-69.93277,43.70773,-69.95026667,2015-05-11T12:03:00Z,0:20,18.6,19,R,0.8342,,4,32.12,8.6,28.44
SP15,Spring,2015,29,2,1,370,43.67122,-70.06982,43.65925,-70.07852,2015-05-11T13:25:00Z,0:20,19.6,21.2,R,0.8055,13.9,4.5,32.05,7.7,30.65
SP15,Spring,2015,30,2,1,367,43.66258,-70.130067,43.67338,-70.13222,2015-05-11T14:37:00Z,0:17,15.6,16,R,0.6611,12.2,5.1,31.59,7.8,30.76
SP15,Spring,2015,31,2,3,610,43.5389,-70.0117,43.54852,-70.0002,2015-05-12T07:47:00Z,0:20,53,54,R,0.7831,,3.9,32.51,7.6,32.08
SP15,Spring,2015,32,2,4,732,43.44953,-69.93035,43.46065,-69.9116,2015-05-12T09:33:00Z,0:20,81.9,80.4,R,1.056,,3.7,30.29,6.7,32.45
SP15,Spring,2015,33,2,4,669,43.50683,-69.91887,43.51627,-69.90585,2015-05-12T10:53:00Z,0:20,63.4,61.2,R,0.8019,10,3.7,29.27,7.5,32.29
SP15,Spring,2015,34,2,3,536,43.5922,-69.84828,43.60287,-69.83763,2015-05-12T12:23:00Z,0:20,48.3,44.2,R,0.8157,,4.1,32.39,6.2,32.2
SP15,Spring,2015,35,2,3,541,43.60375,-69.70812,43.59068,-69.71375,2015-05-12T14:06:00Z,0:20,53.3,48.2,R,0.8211,,4,32.41,7.2,31.83
SP15,Spring,2015,36,2,1,137,43.78725,-69.61425,43.79775,-69.62655,2015-05-13T07:21:00Z,0:20,23.1,20.8,R,0.8414,12.8,4.7,29.96,5.1,25.97
SP15,Spring,2015,37,2,1,192,43.75338,-69.7341,43.73888,-69.73897,2015-05-13T08:58:00Z,0:20,11.2,11.4,NA,0.8474,15,6.4,31.9,6.4,31.51
SP15,Spring,2015,38,2,1,267,43.7163,-69.73462,43.72802,-69.72587,2015-05-13T09:48:00Z,0:20,18.5,17.7,R,0.8253,12.8,5.5,31.91,6.9,31.02
SP15,Spring,2015,39,2,2,230,43.72972,-69.69877,43.71562,-69.69455,2015-05-13T10:42:00Z,0:20,33.4,34.8,R,0.8402,12.8,4.6,32.17,6.8,31.1
SP15,Spring,2015,40,2,3,274,43.72018,-69.55032,43.73033,-69.55595,2015-05-14T07:24:00Z,0:18,51.6,38.7,R,0.7032,9.4,4.2,27.63,4.4,24.2
SP15,Spring,2015,41,2,4,553,43.60958,-69.41302,43.59983,-69.41443,2015-05-14T09:36:00Z,0:15,84.8,83.6,RA,0.5989,8.9,3.9,32.78,6.4,31.75
SP15,Spring,2015,42,2,4,551,43.5775,-69.4548,43.5651,-69.46093,2015-05-14T11:10:00Z,0:20,88.8,88.2,RA,0.8116,10,4.1,28.71,4.5,27.66
SP15,Spring,2015,43,2,4,578,43.58653,-69.55565,43.5732,-69.5578,2015-05-14T12:38:00Z,0:20,76.6,78.3,R,0.829,10,4.1,32.7,6.7,32.15
SP15,Spring,2015,44,2,4,627,43.55465,-69.6213,43.5686,-69.62368,2015-05-14T13:53:00Z,0:20,77.8,72.9,R,0.8434,10,4.1,30.82,6.9,31.89
SP15,Spring,2015,45,2,3,119,43.81577,-69.48515,43.81,-69.49507,2015-05-15T07:53:00Z,0:15,40.5,43,RA,0.5863,8.3,4.3,32.24,7.5,31.07
SP15,Spring,2015,46,2,2,47,43.87983,-69.46857,43.86648,-69.4742,2015-05-15T09:26:00Z,0:20,23.1,27.3,R,0.8375,12.8,4.4,32.1,7.7,31.36
SP15,Spring,2015,47,2,2,125,43.80225,-69.3608,43.81402,-69.3521,2015-05-15T11:45:00Z,0:20,40.7,37.7,NA,0.8166,10.6,4.4,32.17,7.2,30.87
SP15,Spring,2015,48,2,3,245,43.73418,-69.34048,43.74747,-69.3441,2015-05-15T13:23:00Z,0:20,51.5,59.5,R,0.8203,11.1,4.3,32.12,7,31.74
SP15,Spring,2015,49,2,3,170,43.75812,-69.46835,43.76705,-69.46208,2015-05-15T15:04:00Z,0:15,44.6,43.6,R,0.6256,10.6,4.2,32.26,8.2,31.3
SP15,Spring,2015,50,3,3,541,43.75787,-69.21068,43.77002,-69.22008,2015-05-18T08:57:00Z,0:20,49.5,47.3,R,0.862,,4,32.23,6.8,31.65
SP15,Spring,2015,51,3,3,460,43.81167,-69.11563,43.825,-69.11472,2015-05-18T10:40:00Z,0:20,44.2,40.2,R,0.8374,,4.1,32.14,6,31.66
SP15,Spring,2015,52,3,2,390,43.8617,-69.08253,43.87438,-69.08143,2015-05-18T12:42:00Z,0:20,36.1,34,R,0.7939,,5,31.79,6.4,31.6
SP15,Spring,2015,53,3,2,323,43.92997,-69.18222,43.92148,-69.19635,2015-05-18T14:21:00Z,0:20,23.1,25.9,R,0.8044,13.3,5.5,31.54,6.9,31.33
SP15,Spring,2015,54,3,1,300,43.93918,-69.1215,43.93045,-69.12887,2015-05-18T15:48:00Z,0:16,20.5,18.2,R,0.6477,,5.6,31.51,7.1,31.31
SP15,Spring,2015,55,3,1,151,44.1306,-69.053,44.1177,-69.05533,2015-05-19T06:39:00Z,0:20,17.2,16.9,R,0.817,,4.4,29.67,9.7,28.95
SP15,Spring,2015,56,3,1,71,44.21583,-69.03937,44.22715,-69.03842,2015-05-19T08:23:00Z,0:17,6.5,5.4,R,0.7109,,5.7,31.06,5.8,30.71
SP15,Spring,2015,57,3,1,9,44.30767,-68.93107,44.3178,-68.91795,2015-05-19T09:47:00Z,0:20,10,11,R,0.8318,,8.8,28.34,9.2,27.79
SP15,Spring,2015,58,3,2,116,44.16867,-68.9468,44.18008,-68.93633,2015-05-19T11:52:00Z,0:20,28.9,30.5,R,0.8344,,4.9,31.04,8.9,28.95
SP15,Spring,2015,59,3,1,37,44.26933,-68.85928,44.28152,-68.8489,2015-05-19T13:11:00Z,0:20,15,14.4,R,0.8872,,5.4,31.43,7.6,29.9
SP15,Spring,2015,60,3,2,152,44.12475,-69.01983,44.11055,-69.02307,2015-05-19T15:42:00Z,0:20,30,31.8,R,0.884,11.1,4.4,31.63,8.4,30.08
SP15,Spring,2015,61,3,3,463,43.82003,-69.06168,43.82768,-69.05223,2015-05-20T07:19:00Z,0:15,42.1,35.2,R,0.637,10,4.4,32,6.3,31.6
SP15,Spring,2015,62,3,4,702,43.64283,-69.22143,43.65605,-69.2161,2015-05-20T09:55:00Z,0:20,77.3,73.6,R,0.8478,,4.2,32.47,7.9,32.15
SP15,Spring,2015,63,3,4,785,43.56218,-69.0861,43.55282,-69.07303,2015-05-20T11:50:00Z,0:20,79.1,75.1,R,0.8114,,4.3,32.66,7.5,32.16
SP15,Spring,2015,64,3,4,664,43.6805,-68.85823,43.69243,-68.849,2015-05-20T15:03:00Z,0:20,63.3,67.4,NA,0.8464,10,4.5,32.68,7.1,31.94
SP15,Spring,2015,65,3,4,627,43.7232,-68.81102,43.71173,-68.82245,2015-05-20T16:13:00Z,0:20,61.3,63.8,RA,0.8617,11.1,4.5,32.34,7.1,31.95
SP15,Spring,2015,66,3,3,367,43.91132,-68.58785,43.90078,-68.59892,2015-05-21T07:38:00Z,0:20,51.6,50.5,R,0.7962,8.3,4.4,32.29,6.6,31.96
SP15,Spring,2015,67,3,3,427,43.84402,-68.62865,43.85718,-68.62362,2015-05-21T09:23:00Z,0:20,54.4,51.4,NA,0.8517,8.3,4.4,32.44,6.7,32
SP15,Spring,2015,68,3,4,561,43.77015,-68.65142,43.78032,-68.63827,2015-05-21T11:07:00Z,0:20,66.3,71,NA,0.848,9.4,4.6,32.71,7.8,32.34
SP15,Spring,2015,69,3,3,558,43.77045,-68.72107,43.77897,-68.71485,2015-05-21T12:32:00Z,0:15,59.4,58.2,R,0.6032,9.4,4.5,32.68,7.6,32.14
SP15,Spring,2015,70,3,3,555,43.76533,-68.78353,43.77817,-68.78538,2015-05-21T13:43:00Z,0:20,56.6,61.1,R,0.7885,9.4,4.4,32.53,7,31.73
SP15,Spring,2015,71,3,3,312,43.93398,-68.77642,43.934,-68.79303,2015-05-22T08:21:00Z,0:20,47.9,43.3,R,0.8002,,4.8,32.01,6.7,31.22
SP15,Spring,2015,72,3,2,248,43.987,-68.75417,43.98843,-68.73863,2015-05-22T09:40:00Z,0:18,36.4,45.8,R,0.7554,,4.9,31.95,6.8,31.2
