Season,Year,Tow_Number,Region,Stratum,Common_name,Length,Unit_of_Length,Weight_in_grams,Sex,Maturity_stage
Fall,2010,12,1,1,Hake White,23,CM,91,Male,I
Fall,2010,12,1,1,Hake White,22,CM,83,Female,I
Fall,2010,12,1,1,Hake White,20,CM,56,Male,I
Fall,2010,12,1,1,Hake White,23,CM,82,Female,I
Fall,2010,12,1,1,Hake White,20,CM,53,Male,I
Fall,2010,13,1,4,Cod Atlantic,47,CM,1080,Female,D
Fall,2010,13,1,4,Cod Atlantic,63,CM,2040,Male,T
Fall,2010,13,1,4,Cod Atlantic,76,CM,4370,Male,T
Fall,2010,13,1,4,Cod Atlantic,62,CM,2560,Female,D
Fall,2010,13,1,4,Cod Atlantic,76,CM,5040,Female,T
Fall,2010,13,1,4,Hake White,54,CM,1303,Female,T
Fall,2010,13,1,4,Hake White,40,CM,476,Female,T
Fall,2010,13,1,4,Hake White,36,CM,338,Male,T
Fall,2010,13,1,4,Hake White,39,CM,502,Female,T
Fall,2010,13,1,4,Hake White,70,CM,2920,Female,T
Fall,2010,13,1,4,Hake White,67,CM,2420,Female,T
Fall,2010,13,1,4,Hake White,45,CM,711,Male,T
Fall,2010,13,1,4,Hake White,41,CM,637,Female,T
Fall,2010,13,1,4,Hake White,47,CM,883,Female,T
Fall,2010,13,1,4,Hake White,34,CM,276,Male,T
Fall,2010,13,1,4,Hake White,46,CM,727,Female,T
Fall,2010,13,1,4,Hake White,53,CM,1274,Female,T
Fall,2010,13,1,4,Hake White,26,CM,139,Male,I
Fall,2010,13,1,4,Hake White,47,CM,746,Female,T
Fall,2010,13,1,4,Hake White,35,CM,323,Female,T
Fall,2010,13,1,4,Hake White,19,CM,48,Male,I
Fall,2010,13,1,4,Hake White,46,CM,901,Male,D
Fall,2010,13,1,4,Hake White,40,CM,446,Male,T
Fall,2010,13,1,4,Hake White,37,CM,385,Male,T
Fall,2010,13,1,4,Hake White,35,CM,319,Male,T
Fall,2010,18,2,4,Hake White,32,CM,249,Male,T
Fall,2010,18,2,4,Hake White,31,CM,214,Male,D
Fall,2010,18,2,4,Hake White,29,CM,181,Male,I
Fall,2010,18,2,4,Hake White,33,CM,261,Female,I
Fall,2010,18,2,4,Hake White,33,CM,231,Male,T
Fall,2010,18,2,4,Hake White,34,CM,239,Male,I
Fall,2010,18,2,4,Hake White,37,CM,357,Female,T
Fall,2010,18,2,4,Hake White,23,CM,81,Male,I
Fall,2010,18,2,4,Hake White,31,CM,209,Male,I
Fall,2010,18,2,4,Hake White,30,CM,194,Female,I
Fall,2010,18,2,4,Hake White,30,CM,188,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),25,CM,79,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),23,CM,66,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),33,CM,192,Female,T
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),31,CM,154,Male,T
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),15,CM,16,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),16,CM,22,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),21,CM,42,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),24,CM,72,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),15,CM,23,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),24,CM,65,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),22,CM,49,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),26,CM,90,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),22,CM,53,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),26,CM,91,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),26,CM,96,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),21,CM,52,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),23,CM,65,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),22,CM,54,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),18,CM,31,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),23,CM,63,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),20,CM,43,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),15,CM,15,Female,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),24,CM,61,Male,T
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),24,CM,85,Male,I
Fall,2010,19,2,4,Flounder Atlantic Witch (Gray Sole),23,CM,60,Female,I
Fall,2010,19,2,4,Cod Atlantic,66,CM,3160,Female,T
Fall,2010,19,2,4,Haddock,17,CM,41,Female,I
Fall,2010,20,2,3,Haddock,24,CM,130,Female,I
Fall,2010,60,4,4,Haddock,17,CM,43,Male,I
Fall,2010,60,4,4,Pollock,28,CM,218,Female,I
Fall,2010,60,4,4,Hake White,23,CM,75,Male,I
Fall,2010,60,4,4,Hake White,23,CM,82,Male,I
Fall,2010,60,4,4,Hake White,31,CM,199,Female,I
Fall,2010,60,4,4,Hake White,21,CM,70,Male,I
Fall,2010,60,4,4,Hake White,25,CM,107,Female,I
Fall,2010,60,4,4,Hake White,24,CM,84,Female,I
Fall,2010,60,4,4,Hake White,31,CM,215,Female,I
Fall,2010,60,4,4,Hake White,28,CM,132,Female,I
Fall,2010,60,4,4,Hake White,27,CM,129,Male,I
Fall,2010,60,4,4,Hake White,26,CM,130,Female,I
Fall,2010,60,4,4,Hake White,24,CM,92,Male,I
Fall,2010,60,4,4,Hake White,28,CM,170,Female,I
Fall,2010,60,4,4,Hake White,29,CM,169,Female,I
Fall,2010,60,4,4,Hake White,27,CM,115,Female,I
Fall,2010,60,4,4,Hake White,26,CM,121,Female,I
Fall,2010,60,4,4,Hake White,24,CM,92,Male,I
Fall,2010,60,4,4,Hake White,27,CM,138,Female,I
Fall,2010,60,4,4,Hake White,25,CM,103,Female,I
Fall,2010,60,4,4,Hake White,24,CM,96,Female,I
Fall,2010,61,4,3,Haddock,18,CM,56,Female,I
Fall,2010,61,4,3,Haddock,16,CM,35,Female,I
Fall,2010,38,2,4,Hake White,23,CM,83,Male,I
Fall,2010,38,2,4,Hake White,31,CM,183,Male,I
Fall,2010,38,2,4,Hake White,24,CM,101,Female,I
Fall,2010,38,2,4,Hake White,31,CM,235,Male,I
Fall,2010,38,2,4,Hake White,30,CM,200,Male,I
Fall,2010,38,2,4,Hake White,30,CM,212,Female,I
Fall,2010,38,2,4,Hake White,23,CM,95,Male,I
Fall,2010,39,3,3,Cod Atlantic,53,CM,1594,Female,T
Fall,2010,39,3,3,Haddock,18,CM,47,Male,I
Fall,2010,39,3,3,Pollock,27,CM,238,Male,I
Fall,2010,39,3,3,Monkfish,27,CM,434,Male,T
Fall,2010,24,2,2,Cod Atlantic,29,CM,214,Female,T
Fall,2010,24,2,2,Haddock,16,CM,29,Male,I
Fall,2010,24,2,2,Haddock,17,CM,40,Male,I
Fall,2010,24,2,2,Haddock,13,CM,17,Female,I
Fall,2010,24,2,2,Haddock,13,CM,22,Female,I
Fall,2010,24,2,2,Haddock,15,CM,31,Female,I
Fall,2010,24,2,2,Haddock,14,CM,25,Female,I
Fall,2010,24,2,2,Haddock,17,CM,41,Female,I
Fall,2010,24,2,2,Haddock,15,CM,27,Female,I
Fall,2010,24,2,2,Haddock,14,CM,24,Female,I
Fall,2010,24,2,2,Haddock,14,CM,23,Female,I
Fall,2010,24,2,2,Haddock,15,CM,30,Male,I
Fall,2010,24,2,2,Haddock,14,CM,22,Male,I
Fall,2010,24,2,2,Haddock,15,CM,30,Female,I
Fall,2010,24,2,2,Haddock,14,CM,26,Male,I
Fall,2010,24,2,2,Haddock,11,CM,11,Male,I
Fall,2010,24,2,2,Haddock,15,CM,26,Male,I
Fall,2010,24,2,2,Haddock,13,CM,18,Male,I
Fall,2010,24,2,2,Haddock,13,CM,16,Male,I
Fall,2010,24,2,2,Haddock,15,CM,26,Male,I
Fall,2010,24,2,2,Haddock,16,CM,31,Male,I
Fall,2010,25,2,2,Hake White,21,CM,61,Male,I
Fall,2010,25,2,2,Hake White,21,CM,57,Female,I
Fall,2010,25,2,2,Hake White,22,CM,80,Male,I
Fall,2010,25,2,2,Hake White,21,CM,65,Male,I
Fall,2010,25,2,2,Hake White,22,CM,72,Male,I
Fall,2010,25,2,2,Hake White,22,CM,90,Male,I
Fall,2010,25,2,2,Hake White,19,CM,41,Female,I
Fall,2010,25,2,2,Hake White,23,CM,79,Female,I
Fall,2010,25,2,2,Hake White,27,CM,139,Female,I
Fall,2010,25,2,2,Hake White,18,CM,42,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),23,CM,72,Male,T
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),20,CM,42,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),20,CM,41,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),25,CM,93,Male,T
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,28,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),26,CM,100,Male,T
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,39,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),18,CM,27,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),27,CM,111,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),12,CM,11,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),13,CM,9,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),27,CM,126,Male,D
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),26,CM,112,Male,T
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,34,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),20,CM,40,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),24,CM,77,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),18,CM,32,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),20,CM,48,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,35,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,21,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),25,CM,86,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),27,CM,97,Male,T
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,21,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,23,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),25,CM,91,Male,T
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),25,CM,85,Male,T
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),26,CM,94,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,28,Male,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,37,Female,I
Fall,2010,48,3,4,Flounder Atlantic Witch (Gray Sole),28,CM,125,Male,T
Fall,2010,48,3,4,Hake White,33,CM,261,Female,I
Fall,2010,48,3,4,Hake White,29,CM,171,Female,I
Fall,2010,48,3,4,Hake White,39,CM,462,Male,D
Fall,2010,48,3,4,Hake White,26,CM,133,Male,I
Fall,2010,48,3,4,Hake White,19,CM,48,Male,I
Fall,2010,48,3,4,Hake White,35,CM,309,Male,I
Fall,2010,48,3,4,Hake White,32,CM,275,Male,I
Fall,2010,48,3,4,Hake White,33,CM,286,Female,I
Fall,2010,48,3,4,Hake White,32,CM,219,Male,I
Fall,2010,48,3,4,Hake White,25,CM,125,Female,I
Fall,2010,48,3,4,Hake White,27,CM,148,Female,I
Fall,2010,48,3,4,Hake White,32,CM,240,Male,I
Fall,2010,48,3,4,Hake White,37,CM,337,Male,T
Fall,2010,48,3,4,Hake White,29,CM,168,Male,I
Fall,2010,48,3,4,Hake White,35,CM,302,Male,I
Fall,2010,48,3,4,Hake White,40,CM,460,Female,T
Fall,2010,48,3,4,Hake White,39,CM,465,Female,T
Fall,2010,48,3,4,Hake White,24,CM,96,Female,I
Fall,2010,48,3,4,Hake White,11,CM,10,Female,I
Fall,2010,48,3,4,Hake White,39,CM,528,Female,I
Fall,2010,48,3,4,Hake White,45,CM,746,Male,T
Fall,2010,48,3,4,Hake White,36,CM,350,Female,I
Fall,2010,48,3,4,Hake White,33,CM,298,Male,I
Fall,2010,48,3,4,Hake White,34,CM,325,Male,I
Fall,2010,48,3,4,Hake White,33,CM,287,Male,I
Fall,2010,53,3,4,Hake White,28,CM,167,Male,I
Fall,2010,53,3,4,Hake White,34,CM,286,Female,I
Fall,2010,53,3,4,Hake White,28,CM,164,Female,I
Fall,2010,53,3,4,Hake White,23,CM,90,Male,I
Fall,2010,53,3,4,Hake White,25,CM,141,Male,I
Fall,2010,53,3,4,Hake White,28,CM,147,Female,I
Fall,2010,53,3,4,Hake White,29,CM,184,Male,I
Fall,2010,53,3,4,Hake White,26,CM,134,Female,I
Fall,2010,53,3,4,Hake White,25,CM,122,Female,I
Fall,2010,53,3,4,Hake White,26,CM,131,Male,I
Fall,2010,53,3,4,Hake White,28,CM,173,Male,I
Fall,2010,53,3,4,Hake White,25,CM,121,Male,I
Fall,2010,53,3,4,Hake White,23,CM,95,Female,I
Fall,2010,53,3,4,Hake White,26,CM,143,Female,I
Fall,2010,53,3,4,Hake White,23,CM,100,Male,I
Fall,2010,53,3,4,Hake White,30,CM,193,Female,I
Fall,2010,53,3,4,Hake White,31,CM,250,Female,I
Fall,2010,53,3,4,Hake White,24,CM,94,Male,I
Fall,2010,53,3,4,Hake White,27,CM,121,Female,I
Fall,2010,53,3,4,Hake White,26,CM,138,Female,I
Fall,2010,53,3,4,Hake White,26,CM,125,Female,I
Fall,2010,53,3,4,Hake White,27,CM,169,Female,I
Fall,2010,53,3,4,Hake White,26,CM,139,Female,I
Fall,2010,53,3,4,Hake White,27,CM,141,Female,I
Fall,2010,53,3,4,Hake White,20,CM,70,Male,I
Fall,2010,53,3,4,Hake White,30,CM,191,Female,I
Fall,2010,53,3,4,Hake White,27,CM,150,Male,I
Fall,2010,53,3,4,Hake White,24,CM,93,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,34,Female,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),24,CM,74,Male,T
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,32,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,24,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,26,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,26,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),18,CM,27,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),18,CM,30,Female,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),18,CM,28,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,23,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,39,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),18,CM,29,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),18,CM,27,Female,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),34,CM,217,Male,T
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,20,Female,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),15,CM,19,Female,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),21,CM,44,Female,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),20,CM,43,Male,T
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),18,CM,34,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,24,Female,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),13,CM,12,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),24,CM,65,Male,T
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,19,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,26,Male,I
Fall,2010,54,3,4,Flounder Atlantic Witch (Gray Sole),15,CM,22,Female,I
Fall,2010,54,3,4,Cod Atlantic,31,CM,317,Male,T
Fall,2010,54,3,4,Cod Atlantic,27,CM,188,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,24,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,23,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,37,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),26,CM,105,Male,T
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,18,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),23,CM,67,Female,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),27,CM,97,Female,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),15,CM,18,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),23,CM,63,Male,T
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),25,CM,86,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),22,CM,56,Female,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),35,CM,238,Female,T
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),17,CM,30,Female,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,38,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,24,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),23,CM,59,Female,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),16,CM,25,Male,I
Fall,2010,50,3,4,Flounder Atlantic Witch (Gray Sole),19,CM,35,Female,I
Fall,2010,50,3,4,Hake White,40,CM,526,Female,T
Fall,2010,50,3,4,Hake White,22,CM,80,Female,I
Fall,2010,50,3,4,Hake White,30,CM,184,Female,I
Fall,2010,50,3,4,Hake White,36,CM,383,Male,T
Fall,2010,50,3,4,Hake White,31,CM,245,Male,T
Fall,2010,50,3,4,Hake White,32,CM,248,Male,T
Fall,2010,50,3,4,Hake White,40,CM,566,Female,T
Fall,2010,50,3,4,Hake White,24,CM,94,Male,I
Fall,2010,50,3,4,Hake White,36,CM,378,Female,I
Fall,2010,50,3,4,Hake White,30,CM,164,Male,I
Fall,2010,50,3,4,Hake White,27,CM,160,Female,I
Fall,2010,50,3,4,Hake White,31,CM,214,Male,T
Fall,2010,50,3,4,Hake White,28,CM,174,Male,I
Fall,2010,50,3,4,Hake White,27,CM,141,Male,I
Fall,2010,50,3,4,Hake White,33,CM,275,Female,T
Fall,2010,50,3,4,Hake White,35,CM,358,Female,I
Fall,2010,34,2,3,Monkfish,21,CM,0,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),16,CM,20,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),18,CM,26,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),16,CM,23,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),18,CM,27,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),16,CM,19,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),16,CM,17,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),24,CM,78,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),24,CM,75,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),14,CM,13,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),14,CM,13,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),23,CM,63,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),22,CM,49,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),23,CM,61,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),25,CM,79,Male,T
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),21,CM,50,Male,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),19,CM,34,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),24,CM,66,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),18,CM,27,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),16,CM,18,Female,I
Fall,2010,36,2,4,Flounder Atlantic Witch (Gray Sole),23,CM,58,Female,I
Fall,2010,36,2,4,Hake White,36,CM,313,Female,I
Fall,2010,36,2,4,Hake White,24,CM,96,Female,I
Fall,2010,36,2,4,Hake White,36,CM,341,Female,I
Fall,2010,36,2,4,Hake White,31,CM,198,Male,T
Fall,2010,36,2,4,Hake White,29,CM,186,Female,I
Fall,2010,67,4,3,Haddock,19,CM,63,Male,I
Fall,2010,67,4,3,Haddock,17,CM,47,Male,I
Fall,2010,67,4,3,Haddock,19,CM,64,Male,I
Fall,2010,67,4,3,Haddock,16,CM,42,Male,I
Fall,2010,67,4,3,Haddock,17,CM,51,Female,I
Fall,2010,67,4,3,Haddock,16,CM,43,Male,I
Fall,2010,67,4,3,Haddock,15,CM,36,Female,I
Fall,2010,67,4,3,Haddock,17,CM,46,Female,I
Fall,2010,67,4,3,Haddock,16,CM,48,Female,I
Fall,2010,67,4,3,Haddock,17,CM,43,Male,I
Fall,2010,67,4,3,Haddock,19,CM,68,Male,I
Fall,2010,67,4,3,Haddock,17,CM,46,Male,I
Fall,2010,67,4,3,Haddock,17,CM,51,Male,I
Fall,2010,67,4,3,Haddock,17,CM,49,Male,I
Fall,2010,67,4,3,Haddock,18,CM,57,Male,I
Fall,2010,67,4,3,Haddock,18,CM,62,Female,I
Fall,2010,67,4,3,Haddock,17,CM,42,Male,I
Fall,2010,67,4,3,Haddock,19,CM,63,Male,I
Fall,2010,67,4,3,Haddock,15,CM,36,Male,I
Fall,2010,67,4,3,Haddock,18,CM,60,Female,I
Fall,2010,67,4,3,Haddock,17,CM,43,Male,I
Fall,2010,67,4,3,Haddock,17,CM,47,Female,I
Fall,2010,67,4,3,Haddock,20,CM,69,Female,I
Fall,2010,67,4,3,Haddock,18,CM,50,Female,I
Fall,2010,67,4,3,Haddock,18,CM,60,Male,I
Fall,2010,67,4,3,Haddock,19,CM,59,Male,I
Fall,2010,81,5,4,Flounder Atlantic Witch (Gray Sole),27,CM,111,Female,I
Fall,2010,81,5,4,Flounder Atlantic Witch (Gray Sole),25,CM,90,Female,I
Fall,2010,81,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,36,Male,I
Fall,2010,81,5,4,Flounder Atlantic Witch (Gray Sole),42,CM,576,Female,T
Fall,2010,81,5,4,Flounder Atlantic Witch (Gray Sole),20,CM,44,Male,T
Fall,2010,81,5,4,Hake White,41,CM,472,Male,T
Fall,2010,81,5,4,Hake White,42,CM,540,Female,T
Fall,2010,81,5,4,Hake White,40,CM,535,Female,T
Fall,2010,81,5,4,Hake White,66,CM,2020,Female,T
Fall,2010,81,5,4,Hake White,29,CM,174,Male,I
Fall,2010,81,5,4,Hake White,41,CM,558,Female,T
Fall,2010,81,5,4,Hake White,37,CM,399,Male,T
Fall,2010,81,5,4,Hake White,26,CM,141,Male,I
Fall,2010,81,5,4,Hake White,28,CM,156,Female,I
Fall,2010,81,5,4,Hake White,44,CM,697,Female,T
Fall,2010,81,5,4,Hake White,24,CM,121,Female,I
Fall,2010,81,5,4,Hake White,44,CM,720,Female,T
Fall,2010,81,5,4,Hake White,26,CM,115,Male,I
Fall,2010,81,5,4,Hake White,37,CM,407,Male,D
Fall,2010,83,5,3,Cod Atlantic,35,CM,431,Female,T
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),20,CM,44,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,34,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,34,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),17,CM,26,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,38,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),28,CM,128,Male,T
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,41,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),17,CM,28,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,32,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),25,CM,103,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,41,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,33,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,38,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,34,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,35,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,30,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),25,CM,100,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,31,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,32,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,40,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),26,CM,112,Female,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),18,CM,30,Male,I
Fall,2010,73,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,38,Male,I
Fall,2010,73,5,4,Hake White,26,CM,121,Male,I
Fall,2010,73,5,4,Hake White,23,CM,76,Male,I
Fall,2010,73,5,4,Hake White,25,CM,99,Female,I
Fall,2010,73,5,4,Hake White,27,CM,146,Female,I
Fall,2010,73,5,4,Hake White,26,CM,106,Female,I
Fall,2010,73,5,4,Hake White,25,CM,108,Female,I
Fall,2010,73,5,4,Hake White,27,CM,129,Male,I
Fall,2010,73,5,4,Hake White,25,CM,110,Female,I
Fall,2010,73,5,4,Hake White,29,CM,182,Female,I
Fall,2010,73,5,4,Hake White,25,CM,92,Male,I
Fall,2010,74,5,4,Flounder Atlantic Witch (Gray Sole),19,CM,37,Female,I
Fall,2010,74,5,4,Flounder Atlantic Witch (Gray Sole),16,CM,21,Female,I
Fall,2010,74,5,4,Flounder Atlantic Witch (Gray Sole),26,CM,98,Female,I
Fall,2010,74,5,4,Flounder Atlantic Witch (Gray Sole),25,CM,88,Male,T
