Observation type,Year,Date,Month,Week of Year,Day of Year,Watch ID,IncludeForRegression,Watch duration (mm:ss),Watch duration (min),Number of nests observed,Event time,"Event (Feeding = chick successful consumed food; adult feeding = adult successfully consumed food; failed feeding = chick failed to consume food, ? Indicates best guess with uncertainty)",NestID,Unique nest ID,Received By,Unique chick ID,Prey item (? Indicates best guess with uncertainty),Prey Family,Prey size (bill lengths),Prey size (mm; based on 36.5 mm average culmen length),Observer,Notes,Exclude watch from feeding rate calculation,Handling time (seconds),Time Arrived,Time Departed,Provided By
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,14:33,Feeding,2,2005.2,A,2005.2.A,herring,herring,1.75,63.875,WC,,,,14:33,14:34,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,14:41,Feeding,2,2005.2,A,2005.2.A,sandlance,sandlance,1.5,54.75,WC,,,,14:41,14:42,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,14:42,Feeding,3,2005.3,A,2005.3.A,herring,herring,1.5,54.75,WC,,,,14:42,14:43,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,110:00,110,3,14:45,start,129/142/126,,,,,,,,MHW,,,,,,
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:00,Feeding,142,2005.142,A,2005.142.A,butterfish,butterfish,1.25,45.625,MHW,,,,15:00,15:00,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:06,Feeding,129,2005.129,A,2005.129.A,hake,hake,1,36.5,MHW,,,,15:06,15:06,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,15:09,Feeding,4,2005.4,A,2005.4.A,hake,hake,1.75,63.875,WC,,,,15:09,15:09,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:20,Feeding,142,2005.142,A,2005.142.A,lumpfish,lumpfish,0.75,27.375,MHW,,,,15:20,15:20,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:21,Feeding,126,2005.126,A,2005.126.A,hake,hake,1.25,45.625,MHW,,,,15:21,15:21,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,15:26,Feeding,3,2005.3,A,2005.3.A,hake,hake,1.5,54.75,WC,,,,15:26,15:26,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:34,Feeding,129,2005.129,A,2005.129.A,hake,hake,1.25,45.625,MHW,,,,15:34,15:34,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:34,Feeding,142,2005.142,A,2005.142.A,hake,hake,1.25,45.625,MHW,,,,15:34,15:34,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:35,Feeding,129,2005.129,A,2005.129.A,hake,hake,1.25,45.625,MHW,,,,15:35,15:35,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,15:49,Feeding,1,2005.1,A,2005.1.A,hake,hake,1.5,54.75,WC,,,,15:49,15:50,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,15:52,Feeding,2,2005.2,A,2005.2.A,lumpfish,lumpfish,1.75,63.875,WC,,,,15:52,15:53,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:52,Feeding,126,2005.126,A,2005.126.A,butterfish,butterfish,1,36.5,MHW,,,,15:52,15:52,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,15:58,Feeding,12,2005.12,A,2005.12.A,hake,hake,2,73,WC,,,,15:58,15:58,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,15:59,Feeding,126,2005.126,A,2005.126.A,mackerel,mackerel,1.5,54.75,MHW,,,,15:59,16:02,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,16:02,Feeding,126,2005.126,A,2005.126.A,mackerel,mackerel,1.5,54.75,MHW,,,,16:02,16:02,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,16:03,Feeding,142,2005.142,A,2005.142.A,hake,hake,1.75,63.875,MHW,,,,16:03,16:03,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,16:04,Feeding,129,2005.129,A,2005.129.A,hake,hake,0.75,27.375,MHW,,,,16:04,16:04,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,16:05,Feeding,3,2005.3,A,2005.3.A,hake,hake,1.5,54.75,WC,,,,16:05,16:06,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,16:07,Feeding,4,2005.4,A,2005.4.A,unknown fish,unknown fish,2,73,WC,,,,16:07,16:08,Parent
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,16:07,Feeding,7,2005.7,Mate,,hake,hake,1.75,63.875,WC,,,,16:07,16:08,Known Male
blind,2005,7/9/05,Jul,28,190,2005_008,,,,,16:15,end,,,,,,,,,WC,,,,,,
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,16:16,Feeding,129,2005.129,A,2005.129.A,hake,hake,1.25,45.625,MHW,,,,16:16,16:16,Parent
blind,2005,7/9/05,Jul,28,190,2005_038,,,,,16:35,end,,,,,,,,,MHW,,,,,,
blind,2005,7/9/05,Jul,28,190,2005_009,,90:00,90,6,18:15,start,80/81/84/76/88/79,,,,,,,,MDB,,,,,,
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,18:33,Feeding,80,2005.80,A,2005.80.A,hake,hake,1.5,54.75,MDB,,,,18:33,18:33,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,18:40,Feeding,81,2005.81,A,2005.81.A,hake,hake,2,73,MDB,,,,18:40,18:40,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,18:42,Feeding,84,2005.84,A,2005.84.A,hake,hake,2,73,MDB,,,,18:42,18:42,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,18:45,Feeding,76,2005.76,A,2005.76.A,lumpfish,lumpfish,1.5,54.75,MDB,,,,18:45,18:45,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,18:54,Feeding,88,2005.88,A,2005.88.A,hake,hake,1.25,45.625,MDB,,,,18:54,18:54,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,18:57,Feeding,84,2005.84,A,2005.84.A,butterfish,butterfish,2,73,MDB,,,,18:57,18:57,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:02,Feeding,88,2005.88,A,2005.88.A,hake,hake,1.25,45.625,MDB,,,,19:02,19:02,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:03,Feeding,71,2005.71,A,2005.71.A,lumpfish,lumpfish,1.5,54.75,MDB,,,,19:03,19:03,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:04,Feeding,80,2005.80,A,2005.80.A,hake,hake,2,73,MDB,,,,19:04,19:04,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:14,Feeding,79,2005.79,A,2005.79.A,lumpfish,lumpfish,1,36.5,MDB,,,,19:14,19:14,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:24,Feeding,79,2005.79,A,2005.79.A,hake,hake,2,73,MDB,,,,19:24,19:24,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:28,Feeding,76,2005.76,A,2005.76.A,hake,hake,1.5,54.75,MDB,,,,19:28,19:28,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:36,Feeding,88,2005.88,A,2005.88.A,hake,hake,1,36.5,MDB,,,,19:36,19:36,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:42,Feeding,88,2005.88,A,2005.88.A,mackerel,mackerel,1,36.5,MDB,,,,19:42,19:42,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:44,Feeding,79,2005.79,A,2005.79.A,hake,hake,1.5,54.75,MDB,,,,19:44,19:44,Parent
blind,2005,7/9/05,Jul,28,190,2005_009,,,,,19:45,end,,,,,,,,,MDB,,,,,,
blind,2005,7/10/05,Jul,29,191,2005_039,,130:00,130,3,5:30,start,126/127/132,,,,,,,,MHW,,,,,,
blind,2005,7/10/05,Jul,29,191,2005_039,,,,,5:48,Feeding,126,2005.126,A,2005.126.A,butterfish,butterfish,1,36.5,MHW,,,,5:48,5:48,Parent
blind,2005,7/10/05,Jul,29,191,2005_039,,,,,5:59,Feeding,129,2005.129,A,2005.129.A,butterfish,butterfish,1.25,45.625,MHW,,,,5:59,5:59,Parent
blind,2005,7/10/05,Jul,29,191,2005_039,,,,,6:13,Feeding,126,2005.126,A,2005.126.A,hake,hake,1,36.5,MHW,,,,6:13,6:13,Parent
blind,2005,7/10/05,Jul,29,191,2005_039,,,,,7:24,Feeding,126,2005.126,A,2005.126.A,hake,hake,1,36.5,MHW,,,,7:24,7:24,Parent
blind,2005,7/10/05,Jul,29,191,2005_039,,,,,7:33,Feeding,126,2005.126,A,2005.126.A,hake,hake,1.25,45.625,MHW,,,,7:33,7:33,Parent
blind,2005,7/10/05,Jul,29,191,2005_039,,,,,7:34,Feeding,126,2005.126,A,2005.126.A,euphausiid,invertebrate ,0.5,18.25,MHW,,,,7:34,7:34,Parent
blind,2005,7/10/05,Jul,29,191,2005_039,,,,,7:40,end,,,,,,,,,MHW,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_005,,168:00,168,7,7:55,start,208/211/206/210/202/209/214,,,,,, ,,DGH,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,7:58,Feeding,208,2005.208,A,2005.208.A,herring,herring,1,36.5,DGH,,,,7:58,7:58,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,8:05,Feeding,211,2005.211,A,2005.211.A,hake,hake,1.5,54.75,DGH,,,,8:05,>5 Min,Parent
blind,2005,7/11/05,Jul,29,192,2005_042,,120:00,120,3,8:15,start,155/160/158,,,,,,,,MDB,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_042,,,,,8:20,Feeding,160,2005.160,A,2005.160.A,euphausiid,invertebrate ,0.25,9.125,MDB,,,,8:20,8:20,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,8:29,Feeding,206,2005.206,A,2005.206.A,butterfish,butterfish,1.5,54.75,DGH,,,,8:29,8:29,Unknown Adult
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,8:35,Feeding,210,2005.210,A,2005.210.A,hake,hake,1.5,54.75,DGH,,,,8:35,8:35,Parent
blind,2005,7/11/05,Jul,29,192,2005_042,,,,,8:35,Feeding,155,2005.155,A,2005.155.A,herring,herring,2,73,MDB,,,,8:35,8:35,Parent
blind,2005,7/11/05,Jul,29,192,2005_042,,,,,8:37,Feeding,155,2005.155,A,2005.155.A,lumpfish,lumpfish,1,36.5,MDB,,,,8:37,8:37,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,8:51,Feeding,202,2005.202,A,2005.202.A,hake,hake,1.5,54.75,DGH,,,,8:51,8:51,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,9:02,Feeding,208,2005.208,A,2005.208.A,hake,hake,1.5,54.75,DGH,,,,9:02,9:02,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,9:15,Feeding,214,2005.214,A,2005.214.A,hake,hake,1,36.5,DGH,,,,9:15,>5 Min,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,9:21,Feeding,211,2005.211,A,2005.211.A,hake,hake,1.75,63.875,DGH,,,,9:21,9:21,Parent
blind,2005,7/11/05,Jul,29,192,2005_042,,,,,9:36,Feeding,158,2005.158,A,2005.158.A,hake,hake,1.5,54.75,MDB,,,,9:36,9:36,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,10:04,Feeding,209,2005.209,A,2005.209.A,hake,hake,2,73,DGH,,,,10:04,10:04,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,10:15,Feeding,214,2005.214,A,2005.214.A,pipefish,pipefish,1.25,45.625,DGH,,,,10:15,>5 Min,Parent
blind,2005,7/11/05,Jul,29,192,2005_042,,,,,10:15,end,,,,,,,,,MDB,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,10:22,Feeding,210,2005.210,A,2005.210.A,hake,hake,1.5,54.75,DGH,,,,10:22,10:23,Parent
blind,2005,7/11/05,Jul,29,192,2005_005,,,,,10:43,end,,,,,,,,,DGH,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_007,,110:00,110,6,11:00,start,1/2/3/4/12/15,,,,,,,,WC,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_040,,90:00,90,3,11:00,start,129/132/134,,,,,,,,MHW,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_040,,,,,11:35,Feeding,129,2005.129,A,2005.129.A,hake,hake,1,36.5,MHW,,,,11:35,>5 Min,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,11:47,Feeding,2,2005.2,A,2005.2.A,unknown fish,unknown fish,1.25,45.625,WC,,,,11:47,11:47,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,11:55,Feeding,2,2005.2,A,2005.2.A,silverside,silverside,1.75,63.875,WC,,,,11:55,11:55,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,11:58,Feeding,4,2005.4,A,2005.4.A,unknown,unknown,0.5,18.25,WC,,,,11:58,11:59,Parent
blind,2005,7/11/05,Jul,29,192,2005_040,,,,,12:01,Feeding,129,2005.129,A,2005.129.A,butterfish,butterfish,1.25,45.625,MHW,,,,12:01,12:01,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:02,Feeding,15,2005.15,Self,,insect,invertebrate ,0.25,9.125,WC,,,,12:02,12:04,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:05,Feeding,3,2005.3,B,2005.3.B,unknown,unknown,1,36.5,WC,,,,12:05,12:05,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:06,Feeding,12,2005.12,A,2005.12.A,unknown,unknown,1,36.5,WC,,,,12:06,12:06,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:10,Feeding,12,2005.12,A,2005.12.A,unknown fish,unknown fish,0.5,18.25,WC,,,,12:10,12:10,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:14,Feeding,3,2005.3,A,2005.3.A,lumpfish,lumpfish,1.75,63.875,WC,,,,12:14,12:15,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:19,Feeding,1,2005.1,A,2005.1.A,hake,hake,1.5,54.75,WC,,,,12:19,12:19,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:20,Feeding,2,2005.2,A,2005.2.A,unknown fish,unknown fish,1.75,63.875,WC,,,,12:20,12:20,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:22,Feeding,2,2005.2,A,2005.2.A,hake,hake,1.75,63.875,WC,,,,12:22,12:22,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:29,failed feeding,12,2005.12,Unknown chick,,hake,hake,1.75,63.875,WC,Stolen,,,12:29,12:29,Parent
blind,2005,7/11/05,Jul,29,192,2005_040,,,,,12:30,end,,,,,,,,,MHW,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:31,Feeding,1,2005.1,A,2005.1.A,unknown fish,unknown fish,1.25,45.625,WC,,,,12:31,12:31,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:35,Feeding,3,2005.3,A,2005.3.A,silverside,silverside,2,73,WC,,,,12:35,12:35,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:36,Feeding,2,2005.2,A,2005.2.A,unknown,unknown,1.5,54.75,WC,,,,12:36,12:36,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:39,Feeding,2,2005.2,A,2005.2.A,unknown,unknown,2,73,WC,,,,12:39,12:42,Parent
blind,2005,7/11/05,Jul,29,192,2005_007,,,,,12:50,end,,,,,,,,,WC,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_002,,170:00,170,9,14:00,start,12/3/4/12/14/5/11/20/21,,,,,,,,WC,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,14:13,Feeding,1,2005.1,A,2005.1.A,unknown,unknown,1.25,45.625,WC,,,,14:13,14:13,Parent
blind,2005,7/11/05,Jul,29,192,2005_033,,155:00,155,4,14:15,start,257/263/252/258,,,,,,,,MHW,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,14:23,Feeding,21,2005.21,Mate,,unknown,unknown,0.75,27.375,WC,,,,14:23,14:23,Known Male
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,14:25,Feeding,3,2005.3,A,2005.3.A,sandlance,sandlance,2,73,WC,,,,14:25,14:25,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,14:32,Feeding,20,2005.20,Mate,,unknown fish,unknown fish,0.5,18.25,WC,,,,14:32,14:32,Known Male
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,14:41,Feeding,252,2005.252,A,2005.252.A,hake,hake,1.25,45.625,MHW,,,,14:41,14:41,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,14:49,Feeding,12,2005.12,A,2005.12.A,herring,herring,1,36.5,WC,,,,14:49,14:49,Parent
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,14:52,Feeding,252,2005.252,A,2005.252.A,hake,hake,1.5,54.75,MHW,,,,14:52,14:52,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,15:12,Feeding,3,2005.3,A,2005.3.A,hake,hake,1,36.5,WC,,,,15:12,15:12,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,15:20,Feeding,2,2005.2,A,2005.2.A,unknown fish,unknown fish,1.25,45.625,WC,,,,15:20,15:20,Parent
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,15:20,Feeding,258,2005.258,A,2005.258.A,butterfish,butterfish,1.25,45.625,MHW,,,,15:20,15:20,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,15:25,Feeding,4,2005.4,A,2005.4.A,unknown fish,unknown fish,1,36.5,WC,,,,15:25,15:25,Parent
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,15:25,Feeding,263,2005.263,A,2005.263.A,butterfish,butterfish,1,36.5,MHW,,,,15:25,15:25,Parent
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,15:27,Feeding,258,2005.258,A,2005.258.A,butterfish,butterfish,1.25,45.625,MHW,,,,15:27,15:27,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,15:35,Feeding,3,2005.3,A,2005.3.A,hake,hake,1.25,45.625,WC,,,,15:35,15:35,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,15:47,Feeding,14,2005.14,Self,,click beetle,invertebrate ,0.25,9.125,WC,,,,15:47,15:48,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,15:52,Feeding,2,2005.2,A,2005.2.A,hake,hake,2,73,WC,,,,15:52,15:53,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,15:54,Feeding,2,2005.2,A,2005.2.A,hake,hake,1.75,63.875,WC,,,,15:54,15:54,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,15:59,Feeding,3,2005.3,A,2005.3.A,unknown fish,unknown fish,1,36.5,WC,,,,15:59,15:59,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:00,Feeding,2,2005.2,A,2005.2.A,unknown,unknown,0.25,9.125,WC,,,,16:00,16:00,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:12,Feeding,5,2005.5,B,2005.5.B,unknown,unknown,0.75,27.375,WC,,,,16:12,16:12,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:15,Feeding,11,2005.11,A,2005.11.A,unknown,unknown,0.75,27.375,WC,,,,16:15,16:15,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:20,Feeding,2,2005.2,A,2005.2.A,unknown fish,unknown fish,1.25,45.625,WC,,,,16:20,16:20,Parent
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,16:21,Feeding,263,2005.263,A,2005.263.A,hake,hake,1.5,54.75,MHW,,,,16:21,16:21,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:24,Feeding,12,2005.12,A,2005.12.A,hake,hake,1.5,54.75,WC,,,,16:24,16:25,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:24,Feeding,3,2005.3,A,2005.3.A,hake,hake,1.5,54.75,WC,,,,16:24,16:24,Parent
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,16:27,Feeding,252,2005.252,A,2005.252.A,hake,hake,1.5,54.75,MHW,,,,16:27,16:27,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:28,Feeding,12,2005.12,Self,,unknown fish,unknown fish,1,36.5,WC,,,,16:28,16:28,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:30,Feeding,2,2005.2,A,2005.2.A,hake,hake,1.25,45.625,WC,,,,16:30,16:30,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:31,Feeding,2,2005.2,A,2005.2.A,unknown fish,unknown fish,0.75,27.375,WC,,,,16:31,16:31,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:35,Feeding,3,2005.3,A,2005.3.A,unknown fish,unknown fish,1.25,45.625,WC,,,,16:35,16:35,Parent
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,16:35,Feeding,263,2005.263,A,2005.263.A,butterfish,butterfish,1,36.5,MHW,,,,16:35,16:35,Parent
blind,2005,7/11/05,Jul,29,192,2005_002,,,,,16:50,end,,,,,,,,,WC,,,,,,
blind,2005,7/11/05,Jul,29,192,2005_033,,,,,16:50,end,,,,,,,,,MHW,,,,,,
blind,2005,7/12/05,Jul,29,193,2005_026,,120:00,120,4,14:30,start,128/129/142/143,,,,,,,,MHW,,,,,,
blind,2005,7/12/05,Jul,29,193,2005_026,,,,,14:48,Feeding,128,2005.128,A,2005.128.A,hake,hake,1.25,45.625,MHW,,,,14:48,14:48,Parent
blind,2005,7/12/05,Jul,29,193,2005_026,,,,,14:57,Feeding,142,2005.142,A,2005.142.A,herring,herring,1.25,45.625,MHW,,,,14:57,14:57,Parent
blind,2005,7/12/05,Jul,29,193,2005_026,,,,,15:02,Feeding,142,2005.142,A,2005.142.A,hake,hake,1,36.5,MHW,,,,15:02,15:02,Parent
blind,2005,7/12/05,Jul,29,193,2005_026,,,,,15:11,Feeding,142,2005.142,B,2005.142.B,hake,hake,1,36.5,MHW,,,,15:11,15:11,Parent
blind,2005,7/12/05,Jul,29,193,2005_026,,,,,15:14,Feeding,129,2005.129,A,2005.129.A,butterfish,butterfish,1.25,45.625,MHW,,,,15:14,15:14,Parent
blind,2005,7/12/05,Jul,29,193,2005_026,,,,,16:15,Feeding,142,2005.142,A,2005.142.A,hake,hake,1,36.5,MHW,,,,16:15,16:15,Parent
blind,2005,7/12/05,Jul,29,193,2005_026,,,,,16:30,end,,,,,,,,,MHW,,,,,,
blind,2005,7/12/05,Jul,29,193,2005_027,,120:00,120,4,17:00,start,128/129/142/143,,,,,,,,MHW,,,,,,
blind,2005,7/12/05,Jul,29,193,2005_027,,,,,17:12,Feeding,129,2005.129,A,2005.129.A,hake,hake,1.5,54.75,MHW,,,,17:12,17:12,Parent
blind,2005,7/12/05,Jul,29,193,2005_027,,,,,17:21,Feeding,142,2005.142,A,2005.142.A,hake,hake,1,36.5,MHW,,,,17:21,17:21,Parent
blind,2005,7/12/05,Jul,29,193,2005_027,,,,,17:22,Feeding,142,2005.142,B,2005.142.B,hake,hake,1,36.5,MHW,,,,17:22,17:22,Parent
blind,2005,7/12/05,Jul,29,193,2005_027,,,,,18:03,Feeding,128,2005.128,A,2005.128.A,butterfish,butterfish,1.25,45.625,MHW,,,,18:03,18:03,Parent
blind,2005,7/12/05,Jul,29,193,2005_027,,,,,18:40,Feeding,129,2005.129,A,2005.129.A,hake,hake,1.5,54.75,MHW,,,,18:40,18:40,Parent
blind,2005,7/12/05,Jul,29,193,2005_027,,,,,19:00,end,,,,,,,,,MHW,,,,,,
blind,2005,7/13/05,Jul,29,194,2005_046,,130:00,130,3,10:30,start,252/257/263,,,,,,,,MHW,,,,,,
blind,2005,7/13/05,Jul,29,194,2005_046,,,,,10:50,Feeding,257,2005.257,A,2005.257.A,hake,hake,1.25,45.625,MHW,,,,10:50,10:50,Parent
blind,2005,7/13/05,Jul,29,194,2005_046,,,,,11:08,Feeding,263,2005.263,A,2005.263.A,hake,hake,1.75,63.875,MHW,,,,11:08,11:08,Parent
blind,2005,7/13/05,Jul,29,194,2005_046,,,,,12:11,Feeding,257,2005.257,A,2005.257.A,herring,herring,1.5,54.75,MHW,,,,12:11,12:11,Parent
blind,2005,7/13/05,Jul,29,194,2005_046,,,,,12:22,Feeding,252,2005.252,A,2005.252.A,hake,hake,1.25,45.625,MHW,,,,12:22,12:22,Parent
blind,2005,7/13/05,Jul,29,194,2005_046,,,,,12:28,Feeding,257,2005.257,A,2005.257.A,polychaete,invertabrate,0.75,27.375,MHW,,,,12:28,12:28,Parent
blind,2005,7/13/05,Jul,29,194,2005_046,,,,,12:40,end,,,,,,,,,MHW,,,,,,
blind,2005,7/13/05,Jul,29,194,,,,,,15:05,Feeding,151,2005.151,A,2005.151.A,hake,hake,1.5,54.75,MDB,,,,15:05,15:05,Parent
blind,2005,7/13/05,Jul,29,194,2005_004,,213:00,213,7,15:15,start,203/205/206/208/211/213/209,,,,,,,,DGH,,,,,,
blind,2005,7/13/05,Jul,29,194,2005_004,,,,,15:20,Feeding,203,2005.203,A,2005.203.A,hake,hake,1,36.5,DGH,,,,15:20,15:20,Parent
blind,2005,7/13/05,Jul,29,194,2005_004,,,,,15:21,Feeding,213,2005.213,A,2005.213.A,cunner,cunner,1.5,54.75,DGH,,,,15:21,15:21,Parent
blind,2005,7/13/05,Jul,29,194,,,,,,15:21,failed feeding,171,2005.171,Unknown chick,,hake,hake,2,73,MDB,Stolen,,,15:21,15:21,Parent
blind,2005,7/13/05,Jul,29,194,2005_004,,,,,15:24,Feeding,213,2005.213,A,2005.213.A,butterfish,butterfish,1,36.5,DGH,,,,15:24,15:25,Parent
blind,2005,7/13/05,Jul,29,194,,,,,,15:28,Feeding,162,2005.162,A,2005.162.A,hake,hake,2,73,MDB,,,,15:28,15:28,Parent
blind,2005,7/13/05,Jul,29,194,2005_004,,,,,15:43,Feeding,211,2005.211,A,2005.211.A,hake,hake,1.5,54.75,DGH,,,,15:43,15:47,Parent
blind,2005,7/13/05,Jul,29,194,,,,,,15:44,Feeding,151,2005.151,A,2005.151.A,hake,hake,1.5,54.75,MDB,,,,15:44,15:44,Parent
blind,2005,7/13/05,Jul,29,194,2005_004,,,,,15:58,Feeding,206,2005.206,A,2005.206.A,butterfish,butterfish,1.5,54.75,DGH,,,,15:58,15:58,Parent
blind,2005,7/13/05,Jul,29,194,2005_004,,,,,15:59,Feeding,203,2005.203,A,2005.203.A,hake,hake,1,36.5,DGH,,,,15:59,15:59,Parent
blind,2005,7/13/05,Jul,29,194,,,,,,16:05,Feeding,151,2005.151,A,2005.151.A,hake,hake,1.5,54.75,MDB,,,,16:05,16:05,Parent
blind,2005,7/13/05,Jul,29,194,,,,,,16:16,Feeding,153,2005.153,A,2005.153.A,hake,hake,2,73,MDB,,,,16:16,16:16,Parent
blind,2005,7/13/05,Jul,29,194,2005_004,,,,,16:19,Feeding,211,2005.211,A,2005.211.A,hake,hake,0.75,27.375,DGH,,,,16:19,16:19,Parent
blind,2005,7/13/05,Jul,29,194,2005_004,,,,,16:23,Feeding,206,2005.206,A,2005.206.A,hake,hake,1,36.5,DGH,,,,16:23,16:23,Parent
